,vl,al,jl,odomx,odomy
0,0,0,0,-20,3
1,0.000131490861375,0.001314908613745,0.013149086137454,-20,3
2,0.001049437906671,0.009179470452965,0.078645618392193,-20,3
3,0.003527894695444,0.024784567887732,0.156050974347677,-20,3
4,0.00931630471387,0.057884100184255,0.330995322965222,-19.9990683695286,3
5,0.018659534083886,0.09343229370016,0.355481935159052,-19.9972024161202,3
6,0.032189535013278,0.135300009293926,0.418677155937663,-19.9939834626189,3
7,0.050477411841137,0.182878768278585,0.475787589846588,-19.9889357214348,3
8,0.074021159722763,0.235437478816263,0.525587105376779,-19.9815336054625,3
9,0.103236763151071,0.292156034283084,0.567185554668215,-19.9712099291474,3
10,0.138451215799167,0.352144526480955,0.599884921978711,-19.9573648075675,3
11,0.179897152104675,0.414459363055078,0.623148365741222,-19.939375092357,3
12,0.227709088875602,0.478119367709275,0.63660004654198,-19.9166041834695,3
13,0.2819212395411,0.542121506654974,0.640021389456991,-19.8884120595153,3
14,0.342466963890878,0.605457243497782,0.633357368428078,-19.8541653631263,3
15,0.409179764186401,0.667128002955226,0.616707594574439,-19.8132473867076,3
16,0.481795925241363,0.726161610549624,0.590336075943976,-19.7650677941835,3
17,0.559958652574186,0.781627273328237,0.554656627786132,-19.7090719289261,3
18,0.643223698052571,0.832650454783843,0.510231814556061,-19.6447495591208,3
19,0.731066355654079,0.878426576015077,0.457761212312335,-19.5716429235554,3
20,0.822889745653606,0.918233899995277,0.398073239801999,-19.48935394899,3
21,0.918034208982964,0.951444633293577,0.332107332983,-19.3975505280917,3
22,1.01478771939415,0.967535104111848,0.160904708182719,-19.2960717561523,3
23,1.11338220391976,0.98594484525615,0.184097411443018,-19.1847335357603,3
24,1.21305129933296,0.996690954131987,0.107461088758365,-19.063428405827,3
25,1.31301169397268,0.999603946397156,0.029129922651694,-18.9321272364298,3
26,1.41247548257742,0.99463788604738,-0.049660603497759,-18.790879688172,3
27,1.51066259161399,0.981871090365705,-0.127667956816757,-18.6398134290106,3
28,1.60681308143776,0.961504898237711,-0.203661921279941,-18.4791321208669,3
29,1.70019913140503,0.933860499672705,-0.276443985650054,-18.3091122077264,3
30,1.79013651765061,0.899373862455835,-0.344866372168706,-18.1300985559613,3
31,1.87599540299361,0.858588853429994,-0.40785009025841,-17.9424990156619,3
32,1.95721027241124,0.812148694176305,-0.464401592536889,-17.7467779884208,3
33,2.03328884860739,0.76078576196152,-0.513629322147846,-17.5434491035601,3
34,2.10381985887843,0.705310102710364,-0.554756592511563,-17.3330671176722,3
35,2.16847951406476,0.646596551863339,-0.587135508470249,-17.1162191662658,3
36,2.22703661749916,0.585571034343992,-0.610255175193464,-16.8935155045158,3
37,2.27935622945496,0.523196119558005,-0.623749147859876,-16.6655798815704,2.99999999999999
38,2.32540176217433,0.460455327193632,-0.62740792364373,-16.4330397053529,2.99999999999999
39,2.36523558084089,0.398338186665601,-0.621171405280307,-16.1965161472688,2.99999999999999
40,2.39901801418277,0.337824333418864,-0.605138532467375,-15.9566143458506,2.99999999999999
41,2.42700481957549,0.279868053927137,-0.579562794917266,-15.713913863893,2.99999999999999
42,2.44954315981899,0.225383402435018,-0.544846514921193,-15.4689595479111,2.99999999999999
43,2.46706612060758,0.175229607885878,-0.501537945491393,-15.2222529358503,2.99999999999999
44,2.48008588543698,0.130197648294001,-0.450319595918769,-14.9742443473067,2.99999999999999
45,2.48918565415976,0.090997687227823,-0.391999610661786,-14.7254532173211,3.00796403473564
46,2.49501044931019,0.058247951504282,-0.327497357235407,-14.4771009905061,3.03187936157224
47,2.49825693938783,0.032464900776383,-0.257830507278989,-14.2311346192683,3.07562203606853
48,2.49966245446545,0.014055150776256,-0.184097500001279,-13.9903582562759,3.14277757855619
49,2.49999335914727,0.003309046818227,-0.107461039580281,-13.7570966980664,3.23271485347303
50,2.5,6.6408527263917E-05,-0.032426382909634,-13.5335293127107,3.34459704242743
51,2.5,0,-0.000664085272639,-13.3217155349574,3.47739359190765
52,2.5,0,0,-13.1211915954863,3.62669245224825
53,2.5,0,0,-12.9332401632011,3.79153862024111
54,2.5,0,0,-12.7590634858643,3.97087764296599
55,2.5,0,0,-12.5997756998146,4.16356236269074
56,2.5,0,0,-12.4563957032965,4.36836025476598
57,2.5,0,0,-12.3298406389883,4.58396131157682
58,2.5,0,0,-12.2137762153504,4.8053863543466
59,2.5,0,0,-12.1012692971686,5.02864000686145
60,2.5,0,0,-11.9852048735307,5.25006504963124
61,2.5,0,0,-11.8586498092225,5.46566610644207
62,2.5,0,0,-11.7185647914187,5.67273176701116
63,2.5,0,0,-11.5655234125259,5.87041417985207
64,2.5,0,0,-11.400152316094,6.05790391414412
65,2.5,0,0,-11.2175712838727,6.22867910752123
66,2.5,0,0,-11.0244418973673,6.38742746205781
67,2.5,0,0,-10.8169853233885,6.52693290966816
68,2.5,0,0,-10.6010312206611,6.65288458895513
69,2.5,0,0,-10.3811579110912,6.7718624345347
70,2.5,0,0,-10.1541253634174,6.87653440927852
71,2.5,0,0,-9.92386011491669,6.97388899485568
72,2.5,0,0,-9.69359486641596,7.07124358043284
73,2.5,0,0,-9.46332961791524,7.16859816601
74,2.5,0,0,-9.2300674400818,7.25853567983155
75,2.5,0,0,-8.99539618034559,7.34472964628987
76,2.5,0,0,-8.76072492060937,7.43092361274818
77,2.5,0,0,-8.52605366087315,7.51711757920649
78,2.5,0,0,-8.28874480635254,7.59575921936052
79,2.5,0,0,-8.04904134057891,7.66676801104231
80,2.5,0,0,-7.80718869895631,7.73007124745383
81,2.5,0,0,-7.56257722941013,7.78169710305409
82,2.5,0,0,-7.31577040856623,7.82152665470765
83,2.5,0,0,-7.06733677016876,7.84946815274546
84,2.5,0,0,-6.81813634359311,7.86944682623775
85,2.5,0,0,-6.56842428830135,7.88144221876856
86,2.5,0,0,-6.31845628761869,7.88544204810407
87,2.5,0,0,-6.06848828693603,7.88144221876855
88,2.5,0,0,-5.81861627601374,7.87344358403198
89,2.5,0,0,-5.56941584943808,7.85346491053968
90,2.5,0,0,-5.32260902859417,7.81363535888611
91,2.5,0,0,-5.08180015201742,7.74647074795265
92,2.5,0,0,-4.8531219837491,7.64544453671298
93,2.5,0,0,-4.64130820599574,7.51264798723276
94,2.5,0,0,-4.45074340482629,7.35083001370928
95,2.5,0,0,-4.28537230839436,7.16334027941723
96,2.5,0,0,-4.14861813030444,6.95405985803255
97,2.5,0,0,-4.03969751873526,6.72903474748842
98,2.5,0,0,-3.96039259380423,6.49194672821776
99,2.5,0,0,-3.90808292733138,6.24748057760893
100,2.5,0,0,-3.88342400614075,5.9986996747934
101,2.5,0,0,-3.87872520113623,5.7487438362308
102,2.5,0,0,-3.88602508171156,5.49885043547043
103,2.5,0,0,-3.90530683217088,5.24959511637127
104,2.5,0,0,-3.92059819966932,5.00006320642781
105,2.5,0,0,-3.92389902205942,4.75008499823448
106,2.5,0,0,-3.90721235544333,4.50064250955774
107,2.5,0,0,-3.86275105101105,4.25462789127627
108,2.5,0,0,-3.78344612608002,4.01753987200561
109,2.5,0,0,-3.67093920789818,3.79428621949075
110,2.5,0,0,-3.5308541900944,3.58722055892166
111,2.5,0,0,-3.36850396846858,3.39710899815261
112,2.5,0,0,-3.18867859263379,3.22343449165877
113,2.5,0,0,-2.99303406086081,3.06779639482084
114,2.5,0,0,-2.78557748688198,2.92829094721049
115,2.5,0,0,-2.56962338415459,2.80233926792351
116,2.5,0,0,-2.34605599879892,2.6904570789691
117,2.5,0,0,-2.1173778305306,2.58943086772943
118,2.5,0,0,-1.88411565269716,2.49949335390787
119,2.5,0,0,-1.64809538561906,2.41706499999747
120,2.5,0,0,-1.4095586934267,2.34223020543018
121,2.5,0,0,-1.16874981684995,2.27506559449672
122,2.5,0,0,-0.925915323136941,2.21563993788992
123,2.5,0,0,-0.681303853590764,2.16401408228966
124,2.5,0,0,-0.435165868982483,2.12024088806107
125,2.5,0,0,-0.187753393101207,2.08436517513022
126,2.5,0,0,0.060680245296257,2.05642367709239
127,2.5,0,0,0.309880671871911,2.03644500360008
128,2.5,0,0,0.559368846610718,2.02045592402999
129,2.5,0,0,0.809080901902471,2.00846053149917
130,2.5,0,0,1.05895291282476,2.00046189676259
131,2.49986850913863,-0.001314908613743,-0.013149086137432,1.30890776610433,1.99646227780347
132,2.49895056209489,-0.009179470437339,-0.078645618235962,1.55880282231382,1.99646227780345
133,2.49647210576158,-0.024784563333147,-0.156050928958074,1.80841807872873,2.00045646274901
134,2.49168369712757,-0.047884086340107,-0.230995230069597,2.05745888512215,2.00842848985796
135,2.48387232104472,-0.078113760828464,-0.302296744883579,2.3055600300703,2.02034649925289
136,2.47237263952914,-0.114996815155775,-0.368830543273102,2.55229112491442,2.036158884397
137,2.45657747844429,-0.157951610848497,-0.429547956927223,2.79716318713221,2.05579054813713
138,2.43594740513956,-0.206300733047358,-0.483491221988608,3.03963630488523,2.07913974026848
139,2.41001924217674,-0.259281629628205,-0.529808965808476,3.27912824446198,2.10607555943903
140,2.37841336083762,-0.316058813391136,-0.567771837629305,3.51502384307846,2.13643618696029
141,2.34083967540768,-0.375736854299449,-0.596780409083131,3.74668501897196,2.17002790384509
142,2.29710221781751,-0.437374575901681,-0.616377216022324,3.97346121718517,2.20662492442031
143,2.24710221702898,-0.500000007885331,-0.626254319836495,4.19404228824719,2.24950469618856
144,2.1908396757563,-0.562625412726789,-0.626254048414587,4.40765282103119,2.29817013703128
145,2.12841336488088,-0.624263108754195,-0.616376960274057,4.6135577789357,2.35206431879867
146,2.06001924510809,-0.683941197727864,-0.596780889736692,4.81198614699209,2.40740847524391
147,1.98594740228499,-0.74071842823102,-0.567772305031555,5.00240153706083,2.46381636539585
148,1.90657747303868,-0.793699292463121,-0.529808642321017,5.18520682828216,2.51796987043912
149,1.82237263277466,-0.842048402640196,-0.48349110177075,5.359938442685,2.56973166189804
